,trip_id,starttime,stoptime,bikeid,tripduration,from_station_id,from_station_name,to_station_id,to_station_name,usertype,gender,birthyear
70,5327,6/28/2013 9:05,6/28/2013 9:15,524,594,174.0,Larrabee St & North Ave,44.0,Ogden Ave & Chicago Ave,Customer,,
71,5335,6/28/2013 9:14,6/28/2013 9:41,227,"1,670",51.0,McClurg Ct & Illinois St,51.0,McClurg Ct & Illinois St,Customer,,
72,5346,6/28/2013 9:26,6/28/2013 14:25,118,"17,898",265.0,Kingsbury St & Erie St,155.0,May St & Randolph St,Customer,,
73,5353,6/28/2013 9:35,6/28/2013 9:50,226,896,262.0,Fairbanks Ct & Grand Ave,34.0,Michigan Ave & Pearson St,Customer,,
74,5354,6/28/2013 9:36,6/28/2013 10:01,308,"1,498",12.0,Larrabee St & Kingsbury St,21.0,Clinton St & Lake St,Customer,,
75,5355,6/28/2013 9:37,6/28/2013 10:02,772,"1,465",12.0,Larrabee St & Kingsbury St,21.0,Clinton St & Lake St,Customer,,
76,5357,6/28/2013 9:40,6/28/2013 10:07,286,"1,637",5.0,Clark St & Randolph St,65.0,Damen Ave & Pierce Ave,Customer,,
77,5363,6/28/2013 9:43,6/28/2013 9:56,466,812,76.0,Racine Ave & Congress Pkwy,19.0,Franklin St & Jackson Blvd,Customer,,
78,5370,6/28/2013 9:47,6/28/2013 10:17,527,"1,787",155.0,May St & Randolph St,106.0,McCormick Place,Customer,,
79,5372,6/28/2013 9:47,6/28/2013 10:42,221,"3,270",42.0,Michigan Ave & Oak St,42.0,Michigan Ave & Oak St,Customer,,
80,5374,6/28/2013 9:48,6/28/2013 10:15,407,"1,638",44.0,Ogden Ave & Chicago Ave,60.0,Sheffield Ave & Fullerton Ave,Customer,,
81,5378,6/28/2013 9:49,6/28/2013 10:18,465,"1,709",431.0,Adler Planetarium,247.0,Ashland Ave & Chicago Ave,Customer,,
82,5380,6/28/2013 9:51,6/28/2013 11:08,229,"4,588",248.0,Ashland Ave & Augusta Blvd,300.0,Lake Shore Dr & Monroe St,Customer,,
83,5381,6/28/2013 9:56,6/28/2013 11:08,211,"4,315",248.0,Ashland Ave & Augusta Blvd,300.0,Lake Shore Dr & Monroe St,Customer,,
84,5383,6/28/2013 10:00,6/28/2013 10:24,449,"1,415",131.0,Lincoln Ave & Fullerton Ave,131.0,Lincoln Ave & Fullerton Ave,Customer,,
85,5384,6/28/2013 10:01,6/28/2013 11:00,654,"3,514",272.0,Franklin St & Lake St,8.0,Millennium Park,Customer,,
86,5393,6/28/2013 10:04,6/28/2013 11:27,281,"4,988",413.0,Halsted St & 35th St,42.0,Michigan Ave & Oak St,Customer,,
87,5403,6/28/2013 10:11,6/28/2013 10:33,409,"1,298",247.0,Ashland Ave & Chicago Ave,262.0,Fairbanks Ct & Grand Ave,Customer,,
88,5406,6/28/2013 10:15,6/28/2013 10:20,526,329,139.0,Loomis St & Taylor St,160.0,May St & Taylor St,Customer,,
89,5408,6/28/2013 10:17,6/28/2013 10:49,222,"1,912",42.0,Michigan Ave & Oak St,300.0,Lake Shore Dr & Monroe St,Customer,,
90,5409,6/28/2013 10:18,6/28/2013 10:42,57,"1,409",20.0,Dearborn St & Adams St,20.0,Dearborn St & Adams St,Customer,,
91,5410,6/28/2013 10:19,6/28/2013 10:32,511,780,38.0,Jefferson St & Monroe St,262.0,Fairbanks Ct & Grand Ave,Customer,,
92,5412,6/28/2013 10:21,6/28/2013 10:34,38,747,34.0,Michigan Ave & Pearson St,43.0,Michigan Ave & Lake St,Customer,,
93,5417,6/28/2013 10:25,6/28/2013 11:00,253,"2,140",148.0,State St & 16th St,148.0,State St & 16th St,Customer,,
94,5419,6/28/2013 10:29,6/28/2013 11:27,909,"3,472",262.0,Fairbanks Ct & Grand Ave,262.0,Fairbanks Ct & Grand Ave,Customer,,
95,5421,6/28/2013 10:31,6/28/2013 10:56,333,"1,525",157.0,Aberdeen St & Jackson Blvd,40.0,Michigan Ave & Congress Pkwy,Customer,,
96,5423,6/28/2013 10:34,6/28/2013 11:05,44,"1,852",34.0,Michigan Ave & Pearson St,51.0,McClurg Ct & Illinois St,Customer,,
97,5433,6/28/2013 10:43,6/28/2013 11:03,218,"1,214",34.0,Michigan Ave & Pearson St,2.0,State St & Randolph St,Customer,,
98,5443,6/28/2013 10:54,6/28/2013 11:20,98,"1,573",282.0,Larrabee St & Menomonee St,42.0,Michigan Ave & Oak St,Customer,,
99,5455,6/28/2013 11:02,6/28/2013 15:04,471,"14,517",166.0,Halsted St & James M Rochford St,163.0,Morgan St & 18th St,Customer,,
100,5462,6/28/2013 11:05,6/28/2013 11:20,312,898,290.0,Noble St & Milwaukee Ave,17.0,Franklin St & Chicago Ave,Customer,,
101,5463,6/28/2013 11:05,6/28/2013 11:41,206,"2,178",396.0,Greenwood Ave & 47th St,8.0,Millennium Park,Customer,,
102,5466,6/28/2013 11:05,6/28/2013 11:41,160,"2,130",10.0,Clinton St & Washington Blvd,8.0,Millennium Park,Customer,,
103,5468,6/28/2013 11:07,6/28/2013 11:32,25,"1,529",124.0,Cannon Dr & Fullerton Ave,146.0,Lincoln Ave & Armitage Ave,Customer,,
104,5470,6/28/2013 11:07,6/28/2013 11:32,272,"1,502",237.0,Lincoln Ave & Eastwood Ave,146.0,Lincoln Ave & Armitage Ave,Customer,,
105,5471,6/28/2013 11:07,6/28/2013 11:16,407,544,60.0,Sheffield Ave & Fullerton Ave,60.0,Sheffield Ave & Fullerton Ave,Customer,,
106,5477,6/28/2013 11:14,6/28/2013 13:54,375,"9,614",31.0,Wabash Ave & Roosevelt Rd,388.0,Montrose Harbor,Customer,,
107,5486,6/28/2013 11:18,6/28/2013 13:54,403,"9,396",31.0,Wabash Ave & Roosevelt Rd,27.0,Halsted St & Polk St,Customer,,
108,5499,6/28/2013 11:20,6/28/2013 11:36,282,999,262.0,Fairbanks Ct & Grand Ave,12.0,Larrabee St & Kingsbury St,Customer,,
109,5503,6/28/2013 11:21,6/28/2013 11:36,280,945,273.0,Pine Grove Ave & Addison St,12.0,Larrabee St & Kingsbury St,Customer,,
110,5510,6/28/2013 11:23,6/28/2013 11:46,98,"1,406",42.0,Michigan Ave & Oak St,42.0,Michigan Ave & Oak St,Customer,,
111,5518,6/28/2013 11:25,6/28/2013 11:48,401,"1,365",43.0,Michigan Ave & Lake St,43.0,Michigan Ave & Lake St,Customer,,
112,5534,6/28/2013 11:29,6/28/2013 11:46,372,"1,021",58.0,Dayton St & North Ave,58.0,Dayton St & North Ave,Customer,,
113,5552,6/28/2013 11:35,6/28/2013 11:55,116,"1,204",265.0,Kingsbury St & Erie St,5.0,Clark St & Randolph St,Customer,,
114,5566,6/28/2013 11:38,6/28/2013 12:03,192,"1,521",248.0,Ashland Ave & Augusta Blvd,5.0,Clark St & Randolph St,Customer,,
115,5567,6/28/2013 11:39,6/28/2013 12:07,173,"1,706",19.0,Franklin St & Jackson Blvd,20.0,Dearborn St & Adams St,Customer,,
116,5574,6/28/2013 11:41,6/28/2013 11:53,95,747,21.0,Clinton St & Lake St,155.0,May St & Randolph St,Customer,,
117,5584,6/28/2013 11:46,6/28/2013 12:06,207,"1,185",160.0,May St & Taylor St,40.0,Michigan Ave & Congress Pkwy,Customer,,
118,5589,6/28/2013 11:48,6/28/2013 12:07,309,"1,131",19.0,Franklin St & Jackson Blvd,51.0,McClurg Ct & Illinois St,Customer,,
119,5590,6/28/2013 11:49,6/28/2013 12:12,193,"1,381",248.0,Ashland Ave & Augusta Blvd,8.0,Millennium Park,Customer,,
120,5599,6/28/2013 11:54,6/28/2013 12:00,174,351,21.0,Clinton St & Lake St,10.0,Clinton St & Washington Blvd,Customer,,
121,5612,6/28/2013 11:56,6/28/2013 12:08,102,694,17.0,Franklin St & Chicago Ave,46.0,Wells St & Walton St,Customer,,
122,5614,6/28/2013 11:56,6/28/2013 12:08,656,671,17.0,Franklin St & Chicago Ave,46.0,Wells St & Walton St,Customer,,
123,5624,6/28/2013 11:58,6/28/2013 12:19,239,"1,304",246.0,Wood St & Division St,146.0,Lincoln Ave & Armitage Ave,Customer,,
124,5625,6/28/2013 11:58,6/28/2013 12:19,175,"1,296",246.0,Wood St & Division St,146.0,Lincoln Ave & Armitage Ave,Customer,,
125,5652,6/28/2013 12:03,6/28/2013 12:11,898,507,106.0,McCormick Place,170.0,Wabash Ave & Cermak Rd,Customer,,
126,5654,6/28/2013 12:03,6/28/2013 12:12,834,547,106.0,McCormick Place,170.0,Wabash Ave & Cermak Rd,Customer,,
127,5661,6/28/2013 12:04,6/28/2013 14:50,511,"10,004",51.0,McClurg Ct & Illinois St,262.0,Fairbanks Ct & Grand Ave,Customer,,
128,5664,6/28/2013 12:04,6/28/2013 14:50,337,"9,966",51.0,McClurg Ct & Illinois St,262.0,Fairbanks Ct & Grand Ave,Customer,,
129,5679,6/28/2013 12:06,6/28/2013 12:32,255,"1,560",8.0,Millennium Park,262.0,Fairbanks Ct & Grand Ave,Customer,,
130,5682,6/28/2013 12:07,6/28/2013 12:58,418,"3,031",300.0,Lake Shore Dr & Monroe St,300.0,Lake Shore Dr & Monroe St,Customer,,
131,5685,6/28/2013 12:07,6/28/2013 12:57,343,"3,001",300.0,Lake Shore Dr & Monroe St,300.0,Lake Shore Dr & Monroe St,Customer,,
132,5690,6/28/2013 12:08,6/28/2013 12:24,217,931,2.0,State St & Randolph St,5.0,Clark St & Randolph St,Customer,,
133,5697,6/28/2013 12:11,6/28/2013 12:48,64,"2,211",8.0,Millennium Park,51.0,McClurg Ct & Illinois St,Customer,,
134,5699,6/28/2013 12:11,6/28/2013 12:21,159,590,58.0,Dayton St & North Ave,58.0,Dayton St & North Ave,Customer,,
135,5702,6/28/2013 12:13,6/28/2013 14:48,448,"9,307",300.0,Lake Shore Dr & Monroe St,60.0,Sheffield Ave & Fullerton Ave,Customer,,
136,5703,6/28/2013 12:13,6/28/2013 14:47,503,"9,250",300.0,Lake Shore Dr & Monroe St,60.0,Sheffield Ave & Fullerton Ave,Customer,,
137,5704,6/28/2013 12:14,6/28/2013 12:48,63,"2,056",8.0,Millennium Park,237.0,Lincoln Ave & Eastwood Ave,Customer,,
138,5705,6/28/2013 12:14,6/28/2013 12:29,615,920,12.0,Larrabee St & Kingsbury St,38.0,Jefferson St & Monroe St,Customer,,
139,5706,6/28/2013 12:14,6/28/2013 12:48,65,"2,035",8.0,Millennium Park,51.0,McClurg Ct & Illinois St,Customer,,
140,5708,6/28/2013 12:16,6/28/2013 13:11,58,"3,256",8.0,Millennium Park,8.0,Millennium Park,Customer,,
141,5712,6/28/2013 12:17,6/28/2013 13:10,62,"3,202",8.0,Millennium Park,8.0,Millennium Park,Customer,,
142,5713,6/28/2013 12:18,6/28/2013 12:52,379,"2,040",43.0,Michigan Ave & Lake St,300.0,Lake Shore Dr & Monroe St,Customer,,
143,5716,6/28/2013 12:18,6/28/2013 12:41,401,"1,374",43.0,Michigan Ave & Lake St,131.0,Lincoln Ave & Fullerton Ave,Customer,,
144,5746,6/28/2013 12:26,6/28/2013 12:50,437,"1,440",8.0,Millennium Park,42.0,Michigan Ave & Oak St,Customer,,
145,5782,6/28/2013 12:35,6/28/2013 12:56,307,"1,309",40.0,Michigan Ave & Congress Pkwy,157.0,Aberdeen St & Jackson Blvd,Customer,,
146,5783,6/28/2013 12:35,6/28/2013 12:46,57,659,20.0,Dearborn St & Adams St,30.0,State St & Harrison St,Customer,,
147,5802,6/28/2013 12:37,6/28/2013 14:29,842,"6,749",170.0,Wabash Ave & Cermak Rd,31.0,Wabash Ave & Roosevelt Rd,Customer,,
148,5805,6/28/2013 12:37,6/28/2013 12:56,141,"1,137",8.0,Millennium Park,12.0,Larrabee St & Kingsbury St,Customer,,
149,5806,6/28/2013 12:37,6/28/2013 13:16,599,"2,349",40.0,Michigan Ave & Congress Pkwy,31.0,Wabash Ave & Roosevelt Rd,Customer,,
150,5807,6/28/2013 12:37,6/28/2013 13:03,139,"1,557",8.0,Millennium Park,265.0,Kingsbury St & Erie St,Customer,,
151,5808,6/28/2013 12:38,6/28/2013 13:16,154,"2,334",40.0,Michigan Ave & Congress Pkwy,31.0,Wabash Ave & Roosevelt Rd,Customer,,
152,5810,6/28/2013 12:38,6/28/2013 12:53,116,893,5.0,Clark St & Randolph St,12.0,Larrabee St & Kingsbury St,Customer,,
153,5822,6/28/2013 12:40,6/28/2013 13:28,140,"2,882",8.0,Millennium Park,8.0,Millennium Park,Customer,,
154,5823,6/28/2013 12:41,6/28/2013 12:58,225,"1,014",40.0,Michigan Ave & Congress Pkwy,157.0,Aberdeen St & Jackson Blvd,Customer,,
155,5824,6/28/2013 12:41,6/28/2013 13:18,80,"2,244",8.0,Millennium Park,248.0,Ashland Ave & Augusta Blvd,Customer,,
156,5826,6/28/2013 12:41,6/28/2013 13:18,628,"2,219",8.0,Millennium Park,248.0,Ashland Ave & Augusta Blvd,Customer,,
157,5840,6/28/2013 12:43,6/28/2013 13:13,98,"1,761",42.0,Michigan Ave & Oak St,51.0,McClurg Ct & Illinois St,Customer,,
158,5850,6/28/2013 12:47,6/28/2013 12:51,380,196,65.0,Damen Ave & Pierce Ave,65.0,Damen Ave & Pierce Ave,Customer,,
159,5853,6/28/2013 12:48,6/28/2013 15:13,463,"8,681",8.0,Millennium Park,413.0,Halsted St & 35th St,Customer,,
160,5857,6/28/2013 12:49,6/28/2013 12:56,495,430,301.0,Clinton St & Madison St,301.0,Clinton St & Madison St,Customer,,
161,5858,6/28/2013 12:49,6/28/2013 13:09,386,"1,196",5.0,Clark St & Randolph St,262.0,Fairbanks Ct & Grand Ave,Customer,,
162,5860,6/28/2013 12:50,6/28/2013 14:29,479,"5,937",170.0,Wabash Ave & Cermak Rd,31.0,Wabash Ave & Roosevelt Rd,Customer,,
163,5871,6/28/2013 12:52,6/28/2013 12:57,380,325,65.0,Damen Ave & Pierce Ave,65.0,Damen Ave & Pierce Ave,Customer,,
164,5876,6/28/2013 12:52,6/28/2013 13:03,474,622,5.0,Clark St & Randolph St,265.0,Kingsbury St & Erie St,Customer,,
165,5880,6/28/2013 12:54,6/28/2013 13:07,409,770,262.0,Fairbanks Ct & Grand Ave,34.0,Michigan Ave & Pearson St,Customer,,
166,5883,6/28/2013 12:55,6/28/2013 13:18,176,"1,368",42.0,Michigan Ave & Oak St,282.0,Larrabee St & Menomonee St,Customer,,
167,5897,6/28/2013 12:59,6/28/2013 13:03,316,278,44.0,Ogden Ave & Chicago Ave,44.0,Ogden Ave & Chicago Ave,Customer,,
168,5903,6/28/2013 12:59,6/28/2013 13:23,418,"1,421",300.0,Lake Shore Dr & Monroe St,51.0,McClurg Ct & Illinois St,Customer,,
169,5906,6/28/2013 13:00,6/28/2013 13:09,372,554,58.0,Dayton St & North Ave,44.0,Ogden Ave & Chicago Ave,Customer,,
170,5910,6/28/2013 13:01,6/28/2013 13:06,286,271,65.0,Damen Ave & Pierce Ave,65.0,Damen Ave & Pierce Ave,Customer,,
171,5911,6/28/2013 13:01,6/28/2013 13:35,193,"2,028",8.0,Millennium Park,43.0,Michigan Ave & Lake St,Customer,,
172,5912,6/28/2013 13:02,6/28/2013 13:35,592,"2,008",8.0,Millennium Park,43.0,Michigan Ave & Lake St,Customer,,
173,5914,6/28/2013 13:02,6/28/2013 13:42,817,"2,388",38.0,Jefferson St & Monroe St,38.0,Jefferson St & Monroe St,Customer,,
174,5917,6/28/2013 13:03,6/28/2013 13:37,557,"1,989",301.0,Clinton St & Madison St,106.0,McCormick Place,Customer,,
175,5919,6/28/2013 13:05,6/28/2013 13:38,476,"1,999",431.0,Adler Planetarium,60.0,Sheffield Ave & Fullerton Ave,Customer,,
176,5920,6/28/2013 13:05,6/28/2013 13:11,57,350,30.0,State St & Harrison St,20.0,Dearborn St & Adams St,Customer,,
177,5921,6/28/2013 13:05,6/28/2013 13:34,379,"1,694",300.0,Lake Shore Dr & Monroe St,51.0,McClurg Ct & Illinois St,Customer,,
178,5922,6/28/2013 13:05,6/28/2013 13:34,401,"1,709",131.0,Lincoln Ave & Fullerton Ave,51.0,McClurg Ct & Illinois St,Customer,,
179,5923,6/28/2013 13:06,6/28/2013 13:14,258,522,19.0,Franklin St & Jackson Blvd,10.0,Clinton St & Washington Blvd,Customer,,
180,5924,6/28/2013 13:06,6/28/2013 13:17,606,632,5.0,Clark St & Randolph St,19.0,Franklin St & Jackson Blvd,Customer,,
181,5928,6/28/2013 13:07,6/28/2013 13:24,607,"1,041",65.0,Damen Ave & Pierce Ave,33.0,Green St & Milwaukee Ave,Customer,,
182,5929,6/28/2013 13:07,6/28/2013 13:14,177,436,42.0,Michigan Ave & Oak St,42.0,Michigan Ave & Oak St,Customer,,
183,5931,6/28/2013 13:07,6/28/2013 13:45,897,"2,253",106.0,McCormick Place,300.0,Lake Shore Dr & Monroe St,Customer,,
184,5932,6/28/2013 13:07,6/28/2013 13:44,835,"2,171",106.0,McCormick Place,300.0,Lake Shore Dr & Monroe St,Customer,,
185,5934,6/28/2013 13:08,6/28/2013 13:26,183,"1,106",34.0,Michigan Ave & Pearson St,20.0,Dearborn St & Adams St,Customer,,
186,5935,6/28/2013 13:08,6/28/2013 13:36,525,"1,686",43.0,Michigan Ave & Lake St,30.0,State St & Harrison St,Customer,,
187,5937,6/28/2013 13:09,6/28/2013 13:14,437,259,42.0,Michigan Ave & Oak St,42.0,Michigan Ave & Oak St,Customer,,
